,F1,F2,y
0,-0.4045851939740256,1.1750120599520626,0
1,1.3126001955296123,-0.12728231319408911,1
2,0.40030993692978867,0.9828572497479189,0
3,-1.0866276363849816,0.22631718528504258,0
4,-0.3334988749925503,0.8585736252378364,0
5,2.1799048424504055,0.46439928286519333,1
6,-1.0665674783808066,0.3230079443177684,0
7,0.20948035514661367,0.11906713670825314,1
8,0.21676328202105588,-0.030359003801641082,1
9,0.5480207616656962,-0.5239748778448576,1
10,1.8425605651010644,0.12704590801317048,1
11,0.27491653646375014,0.9623846635975462,0
12,-0.9806355902889368,0.2965803260159464,0
13,-0.5898897435194606,0.8890570028918261,0
14,-0.6964437248786614,0.6543494066438158,0
15,1.4577543187484936,-0.22092264348034005,1
16,1.960882456159281,0.4410899588208609,1
17,-0.3870015023103111,0.8898800452198358,0
18,1.5258414628175951,-0.08632579614635788,1
19,-0.5944411802869849,0.8601051548418914,0
20,-1.2029085828114865,0.2372220542765502,0
21,1.1281417050352103,-0.17354252525927055,0
22,0.647327479707579,-0.23871159439236703,1
23,0.6171381586428217,-0.3415419996417172,1
24,0.9825721818372443,0.3222625433936862,0
25,1.3661542827903723,-0.562956605766869,1
26,-1.0814205433697361,0.25654236942666864,0
27,0.47934134196142153,-0.31392427865940886,1
28,1.3904609148744165,-0.4610586472133398,1
29,0.15320867364490176,-0.49038304014192147,1
30,0.05624020876345395,1.0993005018858524,0
31,-0.7516543823732957,0.4761423315745352,0
32,0.4768146108499731,-0.11112698680450403,1
33,1.8022103432151946,0.17298340997886597,1
34,0.8221538005975523,-0.6927724446886133,1
35,1.8973819135585281,0.42919065125822514,1
36,0.11896517887007325,0.24231956680102457,1
37,-0.9191486105434091,0.5131504935906137,0
38,0.38475843486331507,-0.379160663182863,1
39,-0.7152668453160604,0.5815205295610129,0
40,1.6201178451648752,-0.2582631888632891,1
41,-0.769554297113129,0.5620900525439305,0
42,0.08768276399971141,1.1560375520424078,0
43,0.08740339350176282,-0.000631135863682214,1
44,1.713912660598633,0.020500265825885322,1
45,0.2660749399804873,0.06395703682692552,1
46,0.12944909986988018,0.9450265211721626,0
47,0.5219961734990772,0.6846516231607267,0
48,-0.11714501129863131,0.8583347190861819,0
49,0.04099792862277139,-0.05246045469943306,1
50,0.09494337612683187,0.91102854360916,0
51,-0.6382314408857414,0.5958351002546322,0
52,0.8296949411919341,-0.3869459721482482,1
53,0.6425603871898118,0.7407272648063191,0
54,1.8674361100918029,0.033331071303429355,1
55,1.494015266400152,-0.32355596974606093,1
56,-0.7994988426223224,0.7563391941722143,0
57,-0.5823631182786795,0.4920908611061294,0
58,0.6879543581854272,0.666911123260354,0
59,-0.13581330749925088,0.2701777725464264,1
60,0.8623711458666017,-0.7176518371867183,1
61,-0.5255578389624938,1.086202958480988,0
62,1.942381462490707,0.551297462909068,1
63,1.229088291972098,-0.2972189277314147,1
64,0.2700013507415668,0.2597680794763044,1
65,-0.7149675274916167,1.1939953999861015,0
66,2.2227975615590942,0.3125848891582625,1
67,1.869585115397768,0.10579862749863139,1
68,0.2611279200176334,-0.10045017964458142,1
69,0.7060576009618105,0.7904841324716732,0
70,-0.13210705888033797,0.9315667707304869,0
71,-0.6843773932301034,1.0646520495565706,0
72,-0.9932392298884125,0.2572919690753933,0
73,0.4554799970415073,0.8778364076520616,0
74,-0.998028763355276,0.3504208911124015,0
75,0.662170295472493,-0.6087010441716714,1
76,1.0994094115484565,-0.2943376861523742,1
77,0.05926902020813078,0.940690207776668,0
78,-0.6653193031362602,0.9193550059003323,0
79,-0.7042470836817702,0.4720940311819207,0
80,-0.8147608554449303,0.6671751399717369,0
81,1.4856018053091067,-0.4068065569925897,1
82,1.7618600567715514,0.5759283954165377,1
83,1.807528995478991,-0.06146403579383511,1
84,-0.43914910170560245,0.7820215783945225,0
85,2.0871191296212155,0.551552825113241,1
86,1.998130956241252,0.38759605786095,1
87,1.3115833946414048,-0.4218854906764345,1
88,1.2914078887237848,-0.42588691331101913,1
89,0.09953274690731484,-0.34905477163473486,1
90,0.4918209429307673,-0.30134489420699245,1
91,-0.07309726319975311,1.0538238896100451,0
92,0.6972522915191127,0.8236266461486643,0
93,-0.8112590533310109,0.575031317600722,0
94,-0.6637886416555338,1.1789122410787989,0
95,0.6170059014635462,0.5000767552165306,0
96,-1.0079743469389157,0.3387711780115505,0
97,0.14798850702625108,1.3352858137074208,0
98,0.34609380625997205,-0.4021093615343756,1
99,1.1159195294644277,0.37463265861140077,0
100,1.9135945637656286,0.034808997415704625,1
101,0.2548188991227353,0.8872641309045667,0
102,2.0779339283133322,-0.015639899161851822,1
103,1.112631242699704,-0.43824871295181755,1
104,0.01639510794994462,0.038199777858949735,1
105,-0.6177101994044238,0.5646494797804849,0
106,1.079172082954308,0.3213702545747491,0
107,0.9670716458191388,-0.09357708824433193,0
108,1.9435440782819757,0.09164868507854809,1
109,0.3685014550542729,1.0210469649309961,0
110,-0.037929903324157965,1.0302177980760967,0
111,1.35904839935338,-0.38062573302255004,1
112,2.017207817194752,0.375962738927483,1
113,0.453951987056027,-0.4219008851357687,1
114,1.5770945865447417,-0.2433385742494831,1
115,0.72685029044373,-0.36842202276371844,1
116,0.9182861784133437,0.6128049380014547,0
117,0.7985782069140616,0.6603509050937008,0
118,1.1637744108920862,-0.6260903178934872,1
119,-0.03583408978617758,0.9890505970728272,0
120,-0.09128585553164856,0.07272822623922318,1
121,-0.42707092921411444,0.6426661948067922,0
122,1.0245514543870502,0.44804494740716583,0
123,1.7883406203313834,-0.08905272811913806,1
124,1.1727797825914195,-0.5383963105388543,1
125,0.3721866965485683,-0.5713945251990237,1
126,1.7668616267486887,-0.058036461316286404,1
127,0.5203966246660705,1.1600302736902368,0
128,2.2127573345819997,0.18834005335675036,1
129,-0.03548683777556251,1.0678397751560176,0
130,-0.6289726519803869,0.5023819795877816,0
131,1.161687012592013,-0.5301384478789886,1
132,-0.06139704758258782,0.2590652981575058,1
133,0.18465273108544328,0.40375923346187026,1
134,1.991961525492969,-0.0014459923960866879,1
135,-0.5642709547767478,0.9881632035201309,0
136,-0.983717917696999,-0.06128123051670925,0
137,1.7501721647818302,-0.0791896118990494,1
138,0.534421363752706,-0.5723427312376295,1
139,1.9497598039327548,-0.2333168247682056,1
140,-0.7339535376610908,0.736277855087785,0
141,-0.5121973735317282,1.1165363939541137,0
142,0.9887847103432792,0.23101373716393525,0
143,0.01070096620711182,0.8357683245378493,0
144,0.18339090522351711,0.14679695803463014,1
145,1.9529753776736465,-0.11804071117619196,1
146,-0.9845312871364901,0.5046911392081957,0
147,1.7553994454985937,-0.05203798272860849,1
148,-0.9092077720053057,0.5484078197541155,0
149,0.4991201381811625,-0.23440947624729752,1
150,1.3577501486071484,-0.41935087197676757,1
151,1.8829946099246013,0.175762111545705,1
152,0.7168135193544267,-0.7368605332317155,1
153,2.0075263408570496,0.2839618176658242,1
154,1.6932451604874286,-0.037916354540963954,1
155,0.43230244518847594,0.1396707443506003,1
156,0.8138455830518235,0.9046726976232121,0
157,0.07719270877728472,0.9907053492120025,0
158,-0.5125297947613838,0.8566148446011547,0
159,-1.1973832301773055,-0.24600255349242972,0
160,0.14254538041529363,0.8261529734424529,0
161,0.3860469318085254,-0.2280701978510248,1
162,0.7892434360832654,-0.5255049224546393,1
163,0.7717528328741028,0.7299174442158575,0
164,0.9541099826815833,0.7455035410602419,0
165,0.8035583550839641,0.4157931512724785,0
166,-1.080591395103359,0.2942811833346959,0
167,2.2628452283623135,0.038729367193756956,1
168,-0.3104813070365327,0.8876998728339787,0
169,0.6524716540486247,-0.5871799286635128,1
170,0.11658819930605346,-0.07314291124434176,1
171,2.0570914047767435,0.1171371148909279,1
172,1.7652311720461271,0.05626143339299822,1
173,1.4508966708425743,-0.4497349222652527,1
174,0.330711521427497,-0.12107053427403079,1
175,0.1561513157982341,-0.044149441270228656,1
176,1.782510290351688,0.2263047875569329,1
177,0.07688680707983818,0.32350072553727277,1
178,-0.5930775253315639,0.6239754404922849,0
179,0.7615719491771331,0.7698960786719644,0
180,-0.45327714221296556,1.1997669672049425,0
181,-0.5049347956029075,1.0357040487370464,0
182,0.06855204677410238,0.9784065369820301,0
183,1.2054703808651936,-0.3393215478598497,1
184,0.8691253416706686,0.15727404976501885,0
185,-0.31640324773323963,0.9670761540184774,0
186,0.11863651162064066,1.0137843021790505,0
187,0.8383260133563872,0.38855966540415793,0
188,1.2595342265100933,-0.5803368469688457,1
189,-0.6642975170948975,1.0723570017813928,0
190,-0.05010072482767682,0.7683629629523767,0
